timestamp,global_step,loss,grad_norm_pre_clip,step_seconds,total_seconds
2026-03-21T17:42:01.847885+00:00,1,0.29177833,0.0231693,30.659303,30.659303
2026-03-21T17:42:07.343212+00:00,2,0.31211102,0.0143051,5.495328,36.154631
2026-03-21T17:42:12.845359+00:00,3,0.32455552,0.0216914,5.502148,41.656779
2026-03-21T17:42:18.346775+00:00,4,0.26036847,0.0234655,5.501416,47.158195
2026-03-21T17:42:23.837027+00:00,5,0.37830985,0.0553089,5.490251,52.648446
2026-03-21T17:42:29.350031+00:00,6,0.28212386,0.0405202,5.513004,58.161451
2026-03-21T17:42:34.872150+00:00,7,0.38876903,0.0295604,5.522118,63.683569
2026-03-21T17:42:40.371394+00:00,8,0.33446825,0.0241459,5.499245,69.182814
2026-03-21T17:42:45.894936+00:00,9,0.35114789,0.027118,5.523542,74.706356
2026-03-21T17:42:51.400656+00:00,10,0.33479187,0.0242117,5.505719,80.212075
2026-03-21T17:42:56.901989+00:00,11,0.3038848,0.0355432,5.501333,85.713408
2026-03-21T17:43:02.428340+00:00,12,0.29067385,0.0255945,5.526350,91.239758
2026-03-21T17:43:07.954622+00:00,13,0.28534141,0.042252,5.526283,96.766041
2026-03-21T17:43:13.457182+00:00,14,0.32606018,0.0284262,5.502560,102.268601
2026-03-21T17:43:18.952975+00:00,15,0.27698186,0.0382161,5.495793,107.764394
2026-03-21T17:43:24.457948+00:00,16,0.4377903,0.0172153,5.504973,113.269368
2026-03-21T17:43:29.957303+00:00,17,0.31847873,0.0378351,5.499355,118.768723
2026-03-21T17:43:35.485128+00:00,18,0.31447095,0.0131671,5.527825,124.296548
2026-03-21T17:43:38.277544+00:00,19,0.33653131,0.0258631,2.792416,127.088964
2026-03-21T17:43:44.216002+00:00,20,0.33921033,0.0334088,5.938458,133.027422
2026-03-21T17:43:49.761296+00:00,21,0.29352307,0.0416884,5.545293,138.572715
2026-03-21T17:43:55.282943+00:00,22,0.27302623,0.0233876,5.521648,144.094363
2026-03-21T17:44:00.784341+00:00,23,0.28992662,0.0368956,5.501397,149.595760
2026-03-21T17:44:06.276946+00:00,24,0.31359127,0.0296451,5.492605,155.088366
2026-03-21T17:44:11.793868+00:00,25,0.27504551,0.0241323,5.516922,160.605288
2026-03-21T17:44:17.314875+00:00,26,0.25792056,0.0332934,5.521007,166.126295
2026-03-21T17:44:22.829979+00:00,27,0.31109416,0.043757,5.515104,171.641399
2026-03-21T17:44:28.342696+00:00,28,0.3344813,0.0539345,5.512717,177.154116
2026-03-21T17:44:33.849756+00:00,29,0.40359724,0.0204776,5.507059,182.661175
2026-03-21T17:44:39.346313+00:00,30,0.2719847,0.0169224,5.496557,188.157732
2026-03-21T17:44:44.855977+00:00,31,0.28858578,0.0197292,5.509665,193.667397
2026-03-21T17:44:50.350999+00:00,32,0.3792786,0.053922,5.495022,199.162419
2026-03-21T17:44:55.855688+00:00,33,0.3012833,0.0174729,5.504689,204.667107
2026-03-21T17:45:01.347189+00:00,34,0.28868258,0.0316773,5.491501,210.158608
2026-03-21T17:45:06.848545+00:00,35,0.28021824,0.046595,5.501357,215.659965
2026-03-21T17:45:12.342448+00:00,36,0.3163971,0.0280448,5.493903,221.153868
2026-03-21T17:45:17.841341+00:00,37,0.34147006,0.0278008,5.498893,226.652761
2026-03-21T17:45:20.630538+00:00,38,0.32404858,0.0199664,2.789197,229.441958
2026-03-21T17:45:26.566215+00:00,39,0.28071582,0.0265765,5.935676,235.377634
2026-03-21T17:45:32.087818+00:00,40,0.31489944,0.0182153,5.521604,240.899238
